productcategory,productbrand,productprice,customerage,customergender,purchasefrequency,customersatisfaction,purchaseintent
1,2,2823.933328844276,54,0,17,1,0
3,4,973.0722286839166,24,0,15,5,0
0,0,2968.76334900911,38,0,10,3,0
2,0,632.2422972928501,26,0,18,1,0
3,3,1428.9843239392408,65,1,7,1,1
1,4,2636.687722510941,57,1,12,3,1
2,4,1434.5438530405029,43,0,13,1,0
1,0,2612.835001516349,19,1,2,5,1
0,0,1361.0457095962388,38,0,18,3,0
1,2,2834.750834319399,31,1,11,4,1
4,3,2044.0351063608068,28,1,19,3,0
0,1,2935.469933534672,54,1,17,1,1
4,4,2871.9553453142585,53,1,19,1,1
1,0,327.9289406412896,54,0,7,2,0
4,2,1615.3985641196516,53,1,3,3,1
2,4,289.5681867226176,46,1,3,4,1
4,4,797.3261968332612,62,0,14,2,0
0,0,1214.01960345712,29,0,3,4,0
2,2,625.6196901007459,46,0,13,2,0
4,4,1826.4923685061176,44,1,9,3,1
4,1,2313.460881382285,49,0,15,2,0
2,1,2375.2039754571288,31,1,17,4,1
1,1,671.6883735337088,21,1,1,3,0
3,0,2313.50645108507,38,0,6,3,0
2,0,2952.2761610313446,37,1,16,2,1
4,0,2909.2032265925213,60,1,5,5,1
2,2,1196.1582332903822,60,1,4,3,1
3,2,2117.367379369445,20,1,6,5,1
3,4,513.9807180293776,30,0,3,5,0
1,4,549.0514672469435,69,0,16,5,1
3,2,847.8713816676205,51,0,3,5,1
0,4,1147.06793198192,47,0,18,5,1
1,4,2268.187845746093,25,1,13,3,0
4,3,2869.727165239907,52,0,11,4,1
0,4,1159.2380724355903,54,0,4,3,0
4,0,574.9297586483851,23,0,10,2,0
1,0,884.2276135959453,45,0,3,3,0
3,2,106.23979406636902,25,1,2,3,0
4,3,334.90625187231194,43,1,13,3,1
1,1,555.6795127056499,34,0,16,1,0
2,3,2078.370972783695,29,0,10,1,0
2,4,228.4740208150898,39,1,19,1,1
0,1,1666.127468880747,62,1,15,3,1
4,4,434.0167739190152,30,1,5,1,0
4,1,2334.143417782869,52,1,8,2,1
4,0,779.5479195024396,64,0,10,2,0
3,4,2089.900477809937,27,0,12,1,0
1,3,1672.2684148985606,33,1,3,3,1
1,3,1755.2985903594124,26,1,9,4,1
1,0,2676.9202496414746,31,0,10,4,1
0,0,2349.778398694199,33,0,13,3,0
1,4,475.4841488296589,28,0,2,5,0
4,0,2806.392085524956,19,1,2,3,0
1,0,2091.0398161881258,20,1,17,2,0
1,3,2207.36781882353,52,0,4,5,1
2,0,1988.9169591812847,18,1,7,4,1
0,0,1483.5634380673823,41,1,3,1,1
1,0,2595.029769559896,54,0,13,5,1
2,4,1107.3751564965687,25,1,14,1,0
0,2,2176.5132642961275,62,0,18,1,0
0,1,2251.1643739484143,39,0,13,5,1
0,2,1208.6634271299074,21,0,11,2,0
2,4,1711.2020521687314,35,1,2,5,1
0,1,2860.785753499161,33,0,9,1,0
0,2,1702.274757482555,62,1,11,4,1
2,3,710.1512977999553,31,1,6,5,1
2,4,115.14065004954412,28,1,10,4,1
0,2,2244.0358547957194,43,1,19,4,1
0,3,2066.703395958056,18,0,13,3,0
4,1,401.2362656196402,55,0,17,3,0
3,4,1381.415270732214,47,0,12,4,1
2,3,555.0426305106075,42,1,8,5,1
3,0,474.3568949506357,46,0,3,2,0
2,3,125.67001033812473,19,0,8,1,0
3,1,1193.8581896149155,22,1,7,1,0
0,3,452.5256098492772,66,1,19,2,1
2,0,2363.2875062151397,47,1,11,1,1
1,0,511.7683696592861,55,1,14,2,1
4,4,353.3946508004524,51,1,5,2,1
3,4,2272.554207304181,23,1,17,1,0
3,0,1477.6528066157043,57,1,16,5,1
0,2,2671.742312492471,18,0,19,3,0
2,3,123.5638553036658,53,0,8,5,1
4,2,2050.396287530619,33,1,11,2,1
3,4,902.6715032011492,64,1,12,4,1
2,1,2125.235993812694,42,0,5,4,1
0,4,590.3545598470148,47,1,2,2,1
1,2,443.1749140791065,49,0,14,5,1
4,3,1798.5805216269991,20,0,5,1,0
0,2,1793.5380797723003,40,1,10,3,1
1,2,1600.5760035100966,49,1,12,5,1
0,1,107.33824209901304,33,0,14,1,0
1,4,1505.997094501324,41,1,10,1,1
1,1,885.8987987880619,60,0,16,3,0
3,0,1012.6336948461744,66,1,13,2,1
4,2,440.2921757882841,31,0,3,3,0
2,2,1146.3189931060117,58,0,2,4,1
3,0,484.9089952214621,32,0,7,5,1
1,2,117.36814418626784,40,1,18,1,1
3,3,1986.0328923734455,63,0,15,1,0
2,0,1965.301698221521,27,1,16,3,0
4,1,1389.7388369536638,19,0,3,5,0
4,1,1125.512232723723,62,1,9,4,1
2,0,2880.581709807611,51,0,12,3,0
3,0,2077.5887985174577,41,1,17,1,1
2,3,373.21587111634256,67,0,13,3,0
2,1,2639.2484182917306,34,0,11,3,0
3,2,2429.853939816024,37,1,9,5,1
1,0,603.2729414794942,29,1,17,2,0
3,1,278.8616833805513,42,1,14,4,1
0,1,2513.605056470257,53,1,7,4,1
4,1,2764.068712461069,43,1,1,5,1
0,3,1623.2195444111617,29,0,11,3,0
2,2,533.432960401849,27,1,3,5,1
2,2,2953.8887013249755,24,0,3,5,0
0,0,1577.3852011389436,24,0,18,2,0
2,0,1289.3884301966148,46,1,15,1,1
4,2,746.8179647107415,61,0,17,4,1
3,2,1805.789198788607,52,1,4,4,1
1,4,1266.8821671569112,63,1,12,5,1
2,3,321.6942697259165,41,1,10,1,1
2,0,853.5968584577896,27,0,9,4,0
2,0,2959.948111929128,20,0,2,3,0
1,3,2065.28967326375,34,1,16,5,1
2,1,2679.624533029073,42,1,3,2,1
1,4,2788.696916023318,68,1,16,3,1
3,2,2243.2942283631173,33,1,9,5,1
4,1,2525.648601208032,21,1,8,5,1
0,2,2408.8959078789303,19,0,5,2,0
0,2,282.1101150891225,47,1,2,4,1
1,2,2702.77937777322,31,0,10,4,1
4,0,411.8826216413871,18,0,7,1,0
0,3,1749.6073590475169,19,1,10,2,0
1,2,192.89068886527576,65,0,18,1,0
1,0,1445.8689545693417,47,1,3,1,1
4,1,2126.1640811574825,27,0,14,3,0
1,4,322.3837780450665,19,0,8,3,0
0,2,1331.2663387822904,56,0,10,3,0
2,2,952.1484019818776,67,0,9,3,0
3,2,908.9693653725265,47,0,6,5,1
3,1,2212.0132274328957,43,1,1,2,1
2,2,399.5919141643879,55,0,12,4,1
2,4,1253.5337960505497,47,0,18,3,0
0,2,781.9039887205896,65,0,16,2,0
2,2,634.344733744636,22,0,8,1,0
1,1,2371.6604996515453,33,1,2,2,1
0,3,2077.6308974351773,66,0,16,3,0
3,2,443.0433874664666,38,0,4,2,0
1,2,396.4504364953549,55,1,17,2,1
4,1,390.54894859335593,45,1,19,1,1
2,0,2908.968627874945,43,1,12,2,1
2,3,1558.308689629057,53,0,19,2,0
2,3,2011.499496918458,22,1,17,1,0
4,1,2035.4451671329175,42,0,6,4,1
3,1,2136.340988980743,26,0,3,4,0
1,3,779.1507632918489,18,1,2,3,0
2,1,2434.2421225328108,41,0,4,4,1
0,2,945.1821674757574,24,1,1,3,0
1,0,1102.9986593907945,62,0,1,4,1
3,0,251.45572191209803,64,0,15,2,0
2,1,2343.2597824489417,25,0,18,5,0
3,3,340.5179544288286,52,0,8,5,1
3,4,1449.509255790402,56,0,10,1,0
4,4,953.3475588108066,19,1,9,5,1
1,0,1702.3895563396104,34,0,4,2,0
4,2,1834.409585477232,39,0,15,5,1
1,3,1231.3363184328275,63,0,2,3,0
2,1,1959.6071084056352,45,0,9,1,0
3,4,2513.113734718037,29,1,17,1,0
4,4,1360.9614970131845,61,1,7,4,1
4,3,2779.87086862163,28,1,5,3,0
0,4,2239.058287957187,19,0,3,2,0
1,0,963.5702279666044,58,1,11,2,1
1,1,2054.749806247621,32,1,8,2,1
0,4,382.7838918538829,43,0,8,4,1
3,2,1580.7843519658372,31,1,2,2,1
2,1,2153.249370501216,41,0,5,5,1
2,2,2937.736323061936,60,1,3,1,1
4,4,1448.9023117969946,29,1,4,3,0
0,2,503.7017318489449,26,0,12,2,0
1,1,358.9060185656997,61,0,11,3,0
3,2,649.9961908791403,18,0,5,4,0
4,0,2328.737940576972,48,1,3,3,1
4,1,929.2823989502208,33,0,18,2,0
2,1,249.6574390244648,28,1,2,1,0
1,2,1557.6053016193855,57,1,11,3,1
1,1,1496.3043037825732,46,1,18,5,1
3,3,1488.8873886994068,37,1,19,5,1
0,3,904.753995611032,31,1,13,3,1
2,3,1273.098216516311,37,1,15,3,1
4,2,2209.540344841338,26,1,7,2,0
2,0,1937.8204788959272,34,0,13,3,0
4,0,2066.258456890828,59,1,16,4,1
4,0,1328.2720991461003,55,1,6,5,1
1,1,1031.265315780808,63,1,8,1,1
3,0,932.568348939728,66,0,7,2,0
3,3,1361.781988756823,38,0,15,3,0
1,2,1839.7139021312769,30,0,17,2,0
2,2,2801.0316983905936,35,1,3,5,1
1,4,962.6136687870596,65,1,10,4,1
2,2,1476.6179872437117,29,1,14,3,0
4,0,560.7907915760927,39,1,19,1,1
1,2,2350.7237787574027,68,0,10,1,0
4,1,1372.6596150642663,69,0,7,3,0
4,2,594.1892173717279,64,1,2,2,1
2,2,393.3205725142234,57,1,7,2,1
2,2,2754.2622506275043,36,1,5,1,1
0,3,715.28965744073,29,0,11,1,0
1,4,2129.0256130805,54,1,14,4,1
1,0,906.756941254923,50,1,3,4,1
1,1,2751.476440006895,50,0,18,5,1
4,3,530.0827845227823,48,1,11,5,1
1,1,1548.7068897793577,52,0,15,1,0
2,0,270.514716654077,55,1,13,5,1
4,4,2768.6522475609568,62,0,9,5,1
0,4,1312.8823597453634,41,0,9,5,1
3,4,2220.556091948776,55,1,8,2,1
1,3,1637.365511818662,22,1,18,5,1
2,4,608.3470718300721,62,1,6,5,1
0,4,1802.170583254219,39,1,5,2,1
3,1,2290.640894434197,40,0,4,5,1
3,2,1962.0125353858928,62,1,1,1,1
3,4,2389.8994364526343,66,1,17,1,1
0,3,105.1202138763332,27,0,5,2,0
1,4,2927.837135114382,40,1,6,2,1
1,2,1913.3405800618243,30,1,4,1,0
4,3,724.9544661511402,67,1,17,1,1
0,1,720.1462983967705,24,1,3,4,1
0,1,2941.2221225580115,26,1,15,1,0
2,3,1466.463279470991,26,1,9,5,1
4,2,1523.239337108507,32,0,8,3,0
3,4,2759.431818343731,66,1,9,4,1
0,2,1518.073310415746,48,1,9,4,1
0,3,2263.934006083036,42,1,13,4,1
3,2,319.0859568141211,56,1,12,5,1
3,4,1450.8427176409152,62,0,9,4,1
4,1,1648.0272087688556,54,1,10,2,1
3,0,2743.525290387754,44,1,15,3,1
4,0,2568.468526844987,33,0,6,5,1
2,0,2834.2673048041547,50,1,16,2,1
4,2,1243.7970460855397,21,0,17,4,0
3,2,2130.0295546494517,65,1,13,3,1
3,4,446.1154344661334,66,0,17,5,1
4,1,2411.7049878838784,61,1,3,3,1
1,4,2186.813256870174,18,0,6,3,0
4,4,1125.6605626567864,22,0,7,5,0
0,4,1749.8463534462685,38,1,4,2,1
4,4,2358.127966322086,21,0,3,5,0
1,2,653.290524653022,46,0,5,4,1
3,4,1300.8279821178185,58,0,18,1,0
3,0,2515.5847954650776,24,1,12,4,1
0,3,444.5030728840045,69,0,2,5,1
3,2,1814.3970858988728,34,0,7,5,1
0,1,961.9261809293962,66,0,15,2,0
3,0,843.1065058234445,18,0,14,2,0
2,2,213.56595823748708,51,1,11,2,1
2,0,1707.7198701753423,69,1,12,1,1
3,2,1568.4765093783828,69,1,12,4,1
4,4,2709.17861106997,28,0,19,2,0
2,0,1734.1041065321594,37,1,1,5,1
4,3,2793.293586006627,41,0,4,3,0
4,3,1769.4086836521124,34,1,11,5,1
1,1,1694.4542341546112,38,1,11,2,1
0,0,190.59094751631483,40,0,3,4,1
4,2,974.1157272249118,60,1,9,1,1
1,4,2343.2232083773265,51,0,17,3,0
0,3,1597.75174397737,52,1,10,3,1
4,3,177.3821017731743,37,1,18,2,1
4,3,1044.222925785176,20,1,10,2,0
1,0,152.18284936548946,26,0,8,2,0
4,0,134.24065465469485,45,1,18,2,1
0,3,1172.0743542690002,46,0,4,2,0
3,1,2130.145572240286,19,0,4,4,0
2,4,1598.2481403094791,59,0,19,3,0
3,3,2629.0704802680225,31,0,17,1,0
4,4,1324.1983391644526,62,0,16,5,1
1,2,2212.822468686249,61,1,13,2,1
4,0,2168.254885160346,48,0,18,5,1
3,2,397.3872772781037,48,1,14,3,1
1,4,773.8952430849912,33,0,15,3,0
1,0,1890.0483054018448,34,1,18,2,1
4,4,1941.1897913668845,39,0,2,1,0
2,1,1999.5045333538903,32,0,10,3,0
4,3,1892.058801705367,51,0,18,2,0
0,0,2422.1394181321616,46,1,18,5,1
1,2,2654.7694009857373,37,1,4,1,1
3,0,2826.2820469737358,28,1,13,2,0
3,4,1228.269490663385,28,0,11,2,0
1,0,2808.146346246604,53,0,6,1,0
2,0,1017.7355304602128,40,0,16,5,1
2,0,1546.470018737876,44,1,5,4,1
1,3,2004.9710340285972,48,0,4,5,1
3,2,1974.6155998883828,24,1,5,5,1
0,4,1263.4559060882934,31,0,14,3,0
4,4,1317.8392239204773,40,0,19,3,0
3,1,1407.905868980172,40,0,14,3,0
4,2,1795.9312736087454,31,1,9,2,1
0,3,293.5454192196365,63,1,6,1,1
0,4,108.35283135712412,34,0,5,2,0
1,2,637.2105908980802,56,0,16,2,0
1,4,2844.214770787054,38,1,14,1,1
3,4,1655.6389016677508,44,1,14,3,1
3,1,1726.3927043350625,58,0,16,1,0
3,3,2012.2295343275,33,1,13,4,1
0,2,1151.4257955141543,54,0,16,3,0
1,2,2668.6360083786985,45,1,18,5,1
0,0,2935.836659484072,18,1,14,1,0
2,3,2257.187791986857,44,1,6,5,1
2,2,843.3742566957409,30,1,3,4,1
3,1,1614.4133403420292,33,1,13,3,1
2,2,1496.660380605993,24,1,10,5,1
4,3,2977.039455197644,22,1,10,3,0
3,4,2703.05856270265,21,1,6,4,1
4,2,2965.431867778382,47,0,2,1,0
0,0,1414.938767754292,47,1,18,5,1
4,2,2883.9917490969992,59,0,14,3,0
4,3,2279.044584085452,20,1,13,4,1
3,0,1580.179476565461,52,1,16,5,1
4,2,1573.7065860282714,68,0,15,4,1
2,1,2162.9489474578586,49,0,12,3,0
0,1,716.6988097728982,51,1,5,5,1
0,4,241.51067031516723,62,0,14,1,0
0,1,1830.2873093164253,37,1,15,3,1
1,0,1671.481746553743,41,0,19,5,1
2,2,1488.4890725612263,54,0,17,5,1
4,1,2851.459498692065,25,0,15,2,0
1,2,1618.071332568744,65,1,8,4,1
0,3,965.465577006835,42,1,9,1,1
2,2,367.4665339920847,55,0,1,5,1
4,3,2705.499573881977,38,1,5,1,1
4,2,2883.1180897321024,58,0,5,3,0
1,3,2890.5899124088205,43,1,1,5,1
3,4,892.6673560965803,22,0,17,3,0
3,3,2156.7874623086145,45,1,2,5,1
0,1,2886.6737022477487,69,0,6,3,0
3,3,2402.106842063614,49,1,17,4,1
3,4,158.38663152940643,56,0,11,5,1
1,1,2944.444998873622,35,0,13,1,0
0,0,2192.6030281564053,40,0,15,4,1
0,4,938.0628018309036,45,1,8,5,1
4,2,1533.830044893493,67,0,14,5,1
4,4,1915.0653519284083,59,0,18,2,0
0,3,2801.636811769773,68,0,6,2,0
4,2,2450.973852706896,33,0,7,4,1
4,3,997.6212392992348,46,0,11,3,0
3,0,1810.0228662964876,68,1,10,4,1
2,1,1789.7684374851583,57,1,19,4,1
1,2,682.3800379296332,53,1,14,4,1
0,2,2611.716795879928,54,0,15,5,1
0,3,1421.1822091659806,24,1,8,3,0
4,2,1467.6906396365723,28,0,11,4,0
2,4,998.0008813424188,67,1,19,4,1
0,4,190.91922534335535,46,0,2,5,1
0,4,1370.2506705881235,33,1,13,3,1
2,0,337.97731314069324,61,1,11,4,1
3,0,1177.906482161801,36,1,16,4,1
0,2,108.07299161969785,29,0,9,4,0
2,0,1928.0627503640608,49,1,4,5,1
2,2,436.01442325980776,48,0,2,5,1
0,3,2419.908384029137,45,0,5,4,1
3,0,1539.7234099345374,69,1,10,5,1
2,4,925.6263797135867,21,1,3,3,0
1,4,657.8829102124312,56,0,3,1,0
4,1,2922.4982232086136,18,1,18,4,1
0,0,2808.07690041427,48,1,16,2,1
0,2,1323.6415222147375,53,1,2,4,1
2,3,2628.076290319431,19,1,19,3,0
4,3,1237.96174212172,27,0,13,1,0
3,4,1743.7049339079113,25,1,10,4,1
3,0,726.7763971194007,57,1,2,4,1
2,0,2392.52771617698,24,0,10,1,0
2,4,1492.4746839681302,60,0,17,2,0
3,2,2850.4867205938904,34,1,10,2,1
3,3,202.0984726042337,25,0,7,5,0
2,4,2049.1026990890805,68,0,7,4,1
0,2,592.729372286921,46,0,2,2,0
1,4,101.90864483823736,68,1,11,3,1
1,1,838.287163728883,48,1,4,5,1
0,1,2950.265970496567,52,1,1,4,1
1,2,1213.1189110529187,44,1,3,3,1
2,3,1186.9737347707264,26,1,5,4,1
2,4,133.10731855203875,50,1,10,3,1
3,0,2102.603776860943,50,1,10,2,1
1,2,2901.9291665418805,32,0,7,4,1
2,0,2693.616791541232,61,0,19,1,0
0,1,251.71091344399005,41,0,18,2,0
1,4,2226.2877316457025,61,1,17,2,1
4,0,1247.3898049556392,55,0,10,5,1
3,2,237.18165857366765,18,1,18,5,1
4,4,203.5868080629288,41,0,18,4,1
0,0,2033.489714203312,68,0,7,3,0
2,0,2245.609030843956,61,1,1,3,1
2,0,1151.223540614715,26,1,8,3,0
3,0,118.7299943882124,33,0,4,4,1
0,2,401.1702593371978,60,0,9,2,0
1,1,2888.334208102608,22,1,10,2,0
4,3,595.6773231090227,22,1,10,3,0
0,0,2708.292944051458,56,1,7,3,1
3,1,518.6771164938017,25,0,15,5,0
1,3,2155.0396327189974,20,0,4,1,0
1,1,1497.787380602816,60,1,17,4,1
2,1,2303.187379816173,25,1,5,5,1
0,4,975.6098004684362,62,1,9,3,1
4,1,2202.422855767169,20,1,8,1,0
2,0,1753.9845671137582,68,0,11,1,0
3,2,2473.7617352464986,26,0,6,1,0
4,0,1956.0772964403188,56,1,11,2,1
4,0,793.9307845532966,65,0,12,4,1
0,4,2313.6534533969875,43,0,12,4,1
4,1,347.16301665580977,35,0,1,5,1
2,0,2882.2849103592143,64,1,12,3,1
0,1,2626.096523298973,37,0,16,4,1
3,4,1744.9151348438263,24,1,15,1,0
3,4,2086.90794804506,69,1,2,1,1
0,4,990.9285028379576,19,0,16,5,0
2,1,1950.4837369730212,27,0,18,3,0
1,1,1048.5352336063993,64,0,16,1,0
1,2,2309.822098198863,29,0,9,4,0
2,0,106.59010446963364,52,1,2,2,1
1,4,721.8786779462034,56,1,10,2,1
3,4,1687.1431915330795,33,0,1,5,1
2,4,966.7723226409596,41,1,9,1,1
4,2,2234.17113314087,41,0,6,5,1
0,1,1562.562661232656,35,0,12,1,0
3,2,765.5775257362111,31,1,7,1,1
0,4,943.3760439516028,61,0,10,4,1
4,1,104.41653280715548,38,0,5,3,0
2,1,2024.0040917762476,21,1,1,2,0
3,0,1445.8114500729623,60,1,11,5,1
4,0,2108.850265345339,26,1,1,3,0
1,3,1007.8847403340328,51,0,2,5,1
3,4,2214.607143329085,60,0,13,1,0
3,2,2402.332185245913,58,1,19,1,1
4,0,2703.8726658414384,25,1,7,5,1
0,4,1149.18724929448,35,0,2,2,0
1,4,2877.1455141776028,53,0,15,2,0
0,4,2943.931545679734,26,1,8,5,1
2,4,2797.395107931264,45,1,15,2,1
0,3,2809.134351206584,63,0,18,5,1
3,0,441.77683336426406,45,0,11,5,1
1,4,2976.323933267347,33,1,8,3,1
2,2,540.3082784042516,37,1,5,5,1
1,3,2646.283969563288,58,0,7,3,0
4,3,2247.1178744341305,25,0,1,3,0
0,1,2298.481064274889,20,1,7,1,0
1,1,933.731129688874,54,0,17,5,1
3,2,2342.89802667964,54,0,18,2,0
1,3,1823.0349820286208,18,1,12,1,0
1,1,291.9955435843667,41,0,18,4,1
4,0,2443.648100979197,27,1,19,1,0
2,2,1547.677221943288,62,0,12,3,0
4,0,1425.0947305305883,66,0,18,3,0
1,0,930.2609204836303,35,1,15,2,1
2,0,2585.200106049595,23,1,2,1,0
0,4,2202.5965479086426,25,0,4,4,0
4,1,1556.5399196855856,27,0,10,2,0
3,1,2417.6826774550905,61,1,19,1,1
2,0,437.2066231652848,43,0,1,3,0
2,1,2294.243485703345,27,0,10,2,0
0,0,766.4954090576576,24,0,18,4,0
2,0,1051.6562102524304,59,0,15,5,1
3,0,944.746659970708,57,1,18,3,1
1,1,781.4709442133714,18,0,8,2,0
4,1,119.01579084088202,68,1,16,4,1
2,1,1011.0397419120288,50,0,15,3,0
2,2,1955.577685932374,27,1,6,1,0
2,2,1073.126441739831,40,0,5,2,0
2,2,2524.520754523185,53,1,17,1,1
1,0,184.05702687117696,55,0,4,2,0
3,1,1262.611554164151,26,0,12,5,0
4,0,803.9476525482457,31,1,15,1,1
4,4,2695.741481314554,28,0,7,4,0
3,3,1240.0136142676834,18,0,19,1,0
4,2,2039.9133766113137,43,0,10,4,1
2,1,160.57220884033052,54,0,19,3,0
0,0,542.4646283358198,26,1,12,2,0
3,1,2795.9900959529527,41,1,10,1,1
0,0,551.6428869986942,66,1,18,5,1
0,3,2526.7980293019805,47,1,3,2,1
2,4,706.8549178138861,20,1,7,5,1
2,2,1618.4559684576925,69,0,2,3,0
4,2,2214.622871231348,34,0,9,4,1
2,3,103.07735484758,27,0,5,4,0
3,0,2460.947670437379,48,0,6,3,0
2,3,1081.1969851135482,24,0,10,4,0
0,0,1150.085159501163,61,1,16,5,1
2,2,1884.35847702732,64,1,13,4,1
3,4,1784.0580404871512,57,1,13,1,1
4,1,1797.0525068819277,34,0,10,2,0
0,2,249.51414736404453,24,0,6,5,0
0,4,2256.871272795252,57,1,13,3,1
4,4,973.5459305339264,51,1,14,5,1
3,2,2476.8461059596884,57,0,7,2,0
4,3,2557.5429197357025,33,0,12,4,1
2,1,1208.97727999992,22,0,7,3,0
2,2,781.7985699378685,53,1,17,5,1
1,0,1820.942909229784,56,1,12,5,1
4,2,924.664322621747,44,1,9,2,1
4,4,1682.5324714935807,54,0,12,3,0
1,2,2373.185975543304,60,1,8,5,1
2,0,1465.315127366873,44,0,16,1,0
2,1,1317.033798745059,21,0,11,1,0
3,3,417.1642097484016,59,1,7,2,1
2,0,1034.1796954041424,51,1,10,1,1
3,2,1811.3266550052183,59,0,19,1,0
2,2,989.778475496083,50,0,17,3,0
4,2,551.1208387512365,25,1,6,3,0
3,3,978.1812907873282,26,1,5,1,0
3,3,1211.096702739877,52,1,4,1,1
3,1,1391.9202050803442,35,1,3,2,1
4,3,2495.659589522967,56,1,19,3,1
1,3,2286.9573273029937,41,0,6,4,1
1,2,1192.121791182558,20,0,3,3,0
0,0,1269.775884170465,42,0,11,1,0
1,1,1753.9162163882188,18,1,2,2,0
0,1,1204.6068534935837,35,0,13,5,1
3,1,2213.036884711857,58,1,3,2,1
4,3,2077.090254390946,60,0,10,3,0
2,1,2258.131846960104,57,0,10,3,0
1,2,1044.0609910787484,35,0,7,2,0
1,4,2238.062415072211,27,0,13,3,0
1,1,1733.4606953220607,25,1,17,1,0
0,2,1735.5999612927624,29,1,17,4,1
2,0,995.766224656807,21,1,16,3,0
2,4,2572.871773989992,63,0,9,4,1
1,2,1046.5330927233083,28,1,15,3,0
0,4,2333.1614630597137,21,1,12,3,0
2,2,1859.8035214648476,22,0,6,3,0
0,0,1972.599938261984,28,1,12,2,0
4,3,1055.8565043056,52,0,8,5,1
1,2,1948.396100651812,38,1,18,2,1
3,3,2936.179854787157,54,0,5,2,0
2,1,272.67619278071675,40,1,11,4,1
1,1,2124.166641541602,36,0,2,2,0
2,0,1623.8752205765595,59,1,19,2,1
0,0,1322.132665909575,24,0,14,3,0
4,2,1959.3158582838391,38,1,16,1,1
0,1,2748.824492159943,40,0,15,1,0
3,4,1494.2463308465628,25,1,11,2,0
2,3,350.1193582762052,44,0,7,5,1
3,4,2659.9023511269024,53,0,11,3,0
1,0,726.1028048117707,50,1,12,4,1
0,0,1852.9281228617683,39,0,12,1,0
4,0,1480.8606215038342,64,0,13,1,0
2,0,1327.1130611583403,51,0,11,2,0
1,4,1848.6488625538236,46,1,14,1,1
1,2,2810.761512028753,57,1,5,2,1
0,2,2469.19096752877,52,0,8,3,0
4,1,2750.3988527407328,56,1,7,1,1
0,2,1218.6702369011748,37,0,2,3,0
3,1,372.263263628501,49,0,1,3,0
2,3,2929.257166446177,60,1,19,2,1
4,4,851.3396605630013,67,0,2,2,0
4,3,940.5271550273684,60,0,4,5,1
1,3,1696.475214262406,42,0,12,2,0
1,0,1922.5189607087984,37,1,10,2,1
0,0,1781.094997548196,21,0,6,4,0
4,4,2697.2169700996865,24,0,10,5,0
0,0,1697.305899163303,23,1,17,1,0
1,2,2576.363385662049,29,0,16,1,0
1,3,514.2314467712646,62,0,2,4,0
2,0,536.0667619116178,41,0,3,5,0
2,1,2815.717569091525,55,1,15,3,0
4,0,864.8720747637727,66,1,14,2,0
4,1,460.0561897760583,59,0,6,2,1
0,0,192.4057097119039,51,0,16,4,0
2,0,1334.2717133462113,22,0,19,3,1
2,0,1206.1106759299514,59,0,1,1,1
0,3,1792.386211901893,32,1,4,2,1
1,1,2608.9621231233355,41,0,5,3,1
2,1,2956.555443960805,43,1,19,2,0
2,1,1321.6437026004205,68,1,11,2,0
2,2,1466.216512259197,31,1,2,1,1
4,1,2438.3951796312285,44,1,10,3,0
0,0,2309.133013469172,67,1,4,5,0
1,4,1673.1123784420934,35,0,19,4,1
4,1,2601.5947954956173,26,0,9,5,0
2,2,2923.0475594465456,30,1,11,2,0
1,2,768.5423370654607,48,1,13,1,1
1,4,2185.2697187052217,54,0,9,2,1
3,0,2618.750650081668,45,0,2,5,0
2,3,305.2460615121918,53,0,17,2,0
2,1,2320.0828150773973,18,1,5,5,0
3,0,2478.064777956405,58,1,3,3,1
1,4,521.1122099933974,44,1,11,4,1
1,0,2649.5164966917982,46,1,19,5,0
0,1,2543.006625795528,64,1,2,2,0
0,3,1149.7294616410395,24,1,11,3,1
1,0,2100.9763409498664,25,1,14,3,0
3,3,1777.0251589591855,18,1,13,3,1
0,2,2909.2664693840084,65,0,7,5,0
4,0,721.2727729350847,31,0,8,4,0
3,3,1115.6439833029135,32,0,17,5,0
3,4,527.543788708733,59,1,17,5,1
4,2,1391.483405349035,56,1,14,5,0
1,3,295.44368609036974,63,1,15,2,1
1,3,540.6296606808237,62,1,4,2,1
0,1,2206.294017923777,50,1,18,1,0
2,1,1273.3442761841522,63,0,7,4,0
4,1,882.6432328937817,52,1,12,1,1
4,0,2753.0055264005023,49,0,16,2,1
4,4,834.9162283988951,50,1,3,1,1
4,3,1471.5490136272622,46,0,4,3,1
1,2,1656.4374426640493,55,1,7,5,1
2,2,191.26927599233028,57,0,14,2,0
0,0,2241.9739994165348,64,1,12,5,0
0,3,452.54700617972645,58,0,19,3,0
4,4,1648.4849682146207,31,1,1,2,1
0,1,394.5151566127529,40,0,9,5,1
0,2,811.8877709935396,37,1,2,4,1
1,3,2104.040701703246,21,0,9,2,0
3,0,1065.961219922187,44,1,6,2,1
2,0,1989.527026185387,64,1,19,1,0
4,0,1978.4866157107715,32,1,17,5,0
2,2,1683.649316163158,41,1,9,2,1
1,2,1582.8798123431473,50,1,19,1,1
0,0,2284.677236260194,18,1,8,4,0
4,4,1443.7491726906342,47,0,8,1,1
1,3,702.2946358630592,35,0,18,3,1
3,1,2136.024296668522,36,1,2,3,0
0,4,730.3229911343537,38,1,14,3,0
4,3,2552.358829030696,44,0,11,5,1
2,4,2614.37557527999,24,1,12,1,1
3,4,1352.6329564018108,33,0,14,3,0
